features,model,r2_score,mae
"('work_year', 'experience_level', 'employment_type', 'remote_ratio', 'company_size')",ExtraTrees,0.3443153310405631,35925.25976956628
"('experience_level', 'job_title', 'employee_residence', 'company_location', 'company_size')",ElasticNet,0.3441721969199817,36352.016782985884
"('experience_level', 'employment_type', 'job_title', 'employee_residence', 'company_location', 'company_size')",ElasticNet,0.3440839834600232,36356.70812304681
"('work_year', 'experience_level', 'employment_type', 'job_title', 'remote_ratio')",Ridge,0.3440309455316908,35761.8740213431
"('work_year', 'experience_level', 'job_title', 'remote_ratio')",Ridge,0.3439197763563435,35749.95449682193
"('work_year', 'experience_level', 'employment_type', 'remote_ratio', 'company_size')",RandomForest,0.34374333551426084,36172.485732671965
"('work_year', 'experience_level', 'employment_type', 'job_title')",Ridge,0.34274111620726855,35771.16096033417
"('work_year', 'experience_level', 'job_title')",Ridge,0.3426707726873083,35749.47787920633
"('work_year', 'experience_level', 'employee_residence', 'remote_ratio', 'company_location')",AdaBoost,0.3425838783223172,35494.69109513877
"('work_year', 'employment_type', 'job_title', 'employee_residence')",AdaBoost,0.34244081962245876,35980.461566574624
"('work_year', 'job_title', 'employee_residence')",AdaBoost,0.34244081962245876,35980.461566574624
"('work_year', 'experience_level', 'employment_type', 'remote_ratio', 'company_size')",GradientBoosting,0.34184811824037076,36516.97222381571
"('work_year', 'experience_level', 'remote_ratio', 'company_size')",RandomForest,0.3414399546435456,36321.26002692584
"('experience_level', 'remote_ratio', 'company_size')",XGB,0.34122554688839746,36458.65403395433
"('work_year', 'job_title', 'employee_residence', 'remote_ratio', 'company_size')",XGB,0.34083724449363617,32400.57737849309
"('work_year', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_location')",AdaBoost,0.34071567388657453,36211.621448818914
"('work_year', 'experience_level', 'employment_type', 'job_title', 'remote_ratio')",Lasso,0.34070982454981813,35789.1836421489
"('experience_level', 'job_title', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",ElasticNet,0.34068058619739516,36396.39472956611
"('work_year', 'experience_level', 'employment_type', 'job_title', 'remote_ratio')",LinearRegression,0.34066942679574863,35789.63037732589
"('experience_level', 'job_title', 'remote_ratio', 'company_size')",LightGBM,0.34061012721321804,35820.12578239837
"('experience_level', 'employment_type', 'job_title', 'remote_ratio', 'company_size')",LightGBM,0.34061012721321804,35820.12578239837
"('experience_level', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",ElasticNet,0.34059351040006136,36400.900928691946
"('experience_level', 'employment_type', 'remote_ratio', 'company_size')",XGB,0.3405610234498543,36374.94568810096
"('work_year', 'experience_level', 'remote_ratio', 'company_size')",Ridge,0.340545603024925,36852.158118618434
"('work_year', 'experience_level', 'job_title', 'remote_ratio')",Lasso,0.34051159154496313,35784.69797947568
"('work_year', 'experience_level', 'job_title', 'remote_ratio')",LinearRegression,0.3404683705126925,35785.44516343153
"('work_year', 'experience_level', 'remote_ratio', 'company_size')",ExtraTrees,0.34045523601633587,36165.77214208087
"('work_year', 'experience_level', 'employment_type', 'remote_ratio', 'company_size')",Ridge,0.3403124382667557,36869.525383135624
"('experience_level', 'employment_type', 'company_size')",GradientBoosting,0.33978444001827335,36814.705831899264
"('work_year', 'experience_level', 'employment_type', 'job_title')",Lasso,0.3395269018987218,35771.194051778424
"('work_year', 'experience_level', 'employment_type', 'job_title')",LinearRegression,0.33948921966836143,35771.27058092519
"('work_year', 'experience_level', 'job_title')",Lasso,0.3393667774527819,35757.10310202511
"('work_year', 'experience_level', 'job_title')",LinearRegression,0.33932621796240947,35757.23690794102
"('experience_level', 'company_size')",GradientBoosting,0.33922709820620034,36839.6317374129
"('work_year', 'experience_level', 'remote_ratio', 'company_size')",Lasso,0.3391563633228807,36846.12557515914
"('work_year', 'experience_level', 'remote_ratio', 'company_size')",LinearRegression,0.33913553621146353,36846.040760588796
"('experience_level', 'job_title', 'company_size')",CatBoost,0.338981448980179,36431.68839701807
"('work_year', 'experience_level', 'employment_type', 'remote_ratio', 'company_size')",Lasso,0.3389185535521293,36864.75858020186
"('work_year', 'experience_level', 'employment_type', 'remote_ratio', 'company_size')",LinearRegression,0.33889419217312167,36864.78054464481
"('work_year', 'experience_level', 'company_size')",Ridge,0.33833754384118886,36900.8091302273
"('experience_level', 'employment_type', 'company_size')",RandomForest,0.338195835659727,36829.26255892186
"('work_year', 'experience_level', 'employment_type', 'company_size')",Ridge,0.3381009916253612,36917.79884153343
"('experience_level', 'company_size')",RandomForest,0.3376701934253292,36854.49197736496
"('work_year', 'experience_level', 'remote_ratio', 'company_size')",GradientBoosting,0.3376660074031903,36708.49435957786
"('experience_level', 'employment_type', 'job_title', 'remote_ratio')",GradientBoosting,0.33747830828727043,35693.803825817704
"('experience_level', 'employment_type', 'company_size')",XGB,0.3374057644962759,36897.5951960637
"('experience_level', 'employment_type', 'company_size')",DecisionTree,0.3374057471058832,36897.59598901961
"('experience_level', 'employment_type', 'company_size')",ExtraTrees,0.3374057471058831,36897.59598901962
"('work_year', 'experience_level', 'employee_residence')",AdaBoost,0.33739154260245674,35230.82656850623
"('work_year', 'experience_level', 'company_size')",Lasso,0.3369419209492571,36908.94558493132
"('work_year', 'experience_level', 'company_size')",LinearRegression,0.33692091974196325,36908.896350523566
"('experience_level', 'company_size')",XGB,0.33688595712077274,36921.19358473558
"('experience_level', 'company_size')",DecisionTree,0.3368859363639939,36921.19460422021
"('experience_level', 'company_size')",ExtraTrees,0.33688593636399367,36921.19460422022
"('experience_level', 'job_title', 'remote_ratio')",GradientBoosting,0.3367756450464783,35670.593986381224
"('work_year', 'experience_level', 'employment_type', 'company_size')",Lasso,0.3367077936999906,36926.84971070445
"('work_year', 'experience_level', 'employment_type', 'company_size')",LinearRegression,0.33668379369424273,36926.891128870586
"('work_year', 'experience_level', 'employment_type', 'job_title', 'employee_residence', 'company_location', 'company_size')",AdaBoost,0.33618958145256594,35925.29538592526
"('employment_type', 'job_title', 'employee_residence', 'company_location', 'company_size')",AdaBoost,0.33611141473583006,36167.1177360633
"('work_year', 'employee_residence', 'remote_ratio')",AdaBoost,0.33507829794914024,35507.581335964926
"('work_year', 'employment_type', 'employee_residence', 'remote_ratio')",AdaBoost,0.33507829794914024,35507.581335964926
"('work_year', 'job_title', 'employee_residence', 'remote_ratio', 'company_size')",ExtraTrees,0.3347971810985543,32351.760164679254
"('work_year', 'experience_level', 'employment_type', 'job_title', 'company_size')",CatBoost,0.3347624493946697,36173.74452890522
"('work_year', 'experience_level', 'job_title', 'employee_residence', 'company_size')",ElasticNet,0.33467523265422183,36476.77678562871
"('work_year', 'experience_level', 'employment_type', 'job_title', 'employee_residence', 'company_size')",ElasticNet,0.33458582941958226,36480.142903104905
"('work_year', 'experience_level', 'remote_ratio')",Ridge,0.3343855054902568,37080.61362011242
"('work_year', 'experience_level', 'job_title', 'employee_residence', 'remote_ratio', 'company_size')",ElasticNet,0.3342695669522343,36489.46553092645
"('work_year', 'experience_level', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_size')",ElasticNet,0.33417967716945673,36492.84443614802
"('work_year', 'experience_level', 'employment_type', 'remote_ratio')",Ridge,0.3341498958512851,37095.80033033855
"('experience_level', 'employment_type', 'job_title', 'company_size')",GradientBoosting,0.3335939428532667,36328.81976066145
"('work_year', 'experience_level', 'remote_ratio')",Lasso,0.3334452956661196,37103.902399138635
"('work_year', 'experience_level', 'remote_ratio')",LinearRegression,0.33343769106273813,37104.51606360599
"('work_year', 'experience_level', 'employment_type', 'remote_ratio')",Lasso,0.3332562452360819,37112.42698546428
"('work_year', 'experience_level', 'employment_type', 'remote_ratio')",LinearRegression,0.33324877509328277,37113.31137794045
"('work_year', 'experience_level', 'remote_ratio', 'company_size')",LightGBM,0.3329728171478966,36839.413273831415
"('work_year', 'experience_level', 'employment_type', 'remote_ratio', 'company_size')",LightGBM,0.3329728171478966,36839.413273831415
"('experience_level', 'employee_residence', 'company_location', 'company_size')",ElasticNet,0.33287274526319177,36707.08176435496
"('experience_level', 'employment_type', 'employee_residence', 'company_location', 'company_size')",ElasticNet,0.332780152231717,36711.607689264216
"('work_year', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_size')",ExtraTrees,0.3327758763490427,32448.697552499765
"('work_year', 'experience_level', 'job_title', 'company_location', 'company_size')",ElasticNet,0.3326717548456848,36555.24138721693
"('work_year', 'experience_level', 'employment_type', 'job_title', 'company_location', 'company_size')",ElasticNet,0.33258506234600327,36558.54751636278
"('work_year', 'experience_level', 'job_title', 'employee_residence', 'remote_ratio')",AdaBoost,0.33229425093884724,36514.49674991569
"('experience_level', 'job_title', 'company_size')",GradientBoosting,0.33217468338337397,36404.12436190305
"('work_year', 'experience_level', 'job_title', 'remote_ratio', 'company_location', 'company_size')",ElasticNet,0.33208617418571384,36575.62091403512
"('work_year', 'experience_level', 'employment_type', 'job_title', 'remote_ratio', 'company_location', 'company_size')",ElasticNet,0.33199900814800676,36578.88298252345
"('work_year', 'experience_level')",Ridge,0.33187286070954714,37115.997570393265
"('work_year', 'experience_level', 'employment_type', 'job_title', 'remote_ratio', 'company_size')",RandomForest,0.3317955794116654,35643.61067967792
"('work_year', 'experience_level', 'employment_type')",Ridge,0.33163698774815153,37130.48690691345
"('work_year', 'experience_level')",Lasso,0.330918251441104,37126.1139081123
"('work_year', 'experience_level')",LinearRegression,0.3309101725471353,37126.48724890674
"('experience_level', 'remote_ratio')",CatBoost,0.33074461533481836,36734.88102751929
"('work_year', 'experience_level', 'employment_type')",Lasso,0.3307363177787156,37139.1511289153
"('work_year', 'experience_level', 'employment_type')",LinearRegression,0.33072896131019636,37139.72626398946
"('experience_level', 'remote_ratio')",GradientBoosting,0.33042384630791677,36738.387233515685
"('experience_level', 'employment_type', 'remote_ratio')",CatBoost,0.3299934158113431,36786.510153770825
"('work_year', 'job_title', 'employee_residence', 'company_location', 'company_size')",XGB,0.3299544552157324,32441.92184682993
"('work_year', 'job_title', 'employee_residence', 'company_location', 'company_size')",ElasticNet,0.3298423676558925,36675.9175130604
"('work_year', 'experience_level', 'employment_type', 'company_size')",ExtraTrees,0.3298261814190151,36610.6419724736
"('work_year', 'experience_level', 'employment_type', 'company_size')",DecisionTree,0.3298261814190149,36610.64197247362
"('work_year', 'employment_type', 'job_title', 'employee_residence', 'company_location', 'company_size')",ElasticNet,0.3297671384815851,36678.89012632116
"('work_year', 'experience_level', 'job_title', 'company_size')",CatBoost,0.3296637454420883,36244.49318639519
"('work_year', 'job_title', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",ElasticNet,0.32961182022299895,36683.299880763996
"('work_year', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",ElasticNet,0.32953566509855525,36686.29588164246
