features,model,r2_score,mae
"('employment_type', 'job_title', 'employee_residence')",LightGBM,0.4137565678847943,33057.79849790095
"('job_title', 'company_location', 'company_size')",AdaBoost,0.4135358206651619,33977.114740930076
"('employment_type', 'job_title', 'company_location', 'company_size')",AdaBoost,0.4135358206651619,33977.114740930076
"('employee_residence', 'remote_ratio')",Ridge,0.4132828296289599,33829.81980346633
"('employment_type', 'employee_residence', 'remote_ratio')",Lasso,0.4132224314576003,33738.854343535175
"('employment_type', 'employee_residence', 'remote_ratio')",LinearRegression,0.41292418310719337,33758.660218100355
"('experience_level', 'job_title', 'employee_residence', 'remote_ratio', 'company_location')",AdaBoost,0.4128437798678619,34405.718486626814
"('experience_level', 'employment_type', 'job_title', 'employee_residence', 'company_size')",AdaBoost,0.41284021367731005,33942.71033218155
"('experience_level', 'job_title', 'employee_residence', 'company_size')",AdaBoost,0.41284021367731005,33942.71033218155
"('work_year', 'company_location')",LightGBM,0.4128303822293643,33518.12366418757
"('work_year', 'employment_type', 'company_location')",LightGBM,0.4128303822293643,33518.12366418757
"('employment_type', 'employee_residence')",GradientBoosting,0.4126663116370195,33891.78534835136
"('employee_residence',)",GradientBoosting,0.4126030136222152,33878.11030387119
"('employee_residence', 'remote_ratio')",Lasso,0.4125063265725043,33716.884431385675
"('remote_ratio', 'company_location', 'company_size')",LightGBM,0.41241006066550423,33906.61493716501
"('employment_type', 'remote_ratio', 'company_location', 'company_size')",LightGBM,0.41241006066550423,33906.61493716501
"('work_year', 'job_title', 'employee_residence', 'company_size')",RandomForest,0.4123536913709729,32179.048547026163
"('employee_residence', 'remote_ratio')",LinearRegression,0.41226670127782417,33733.918375965986
"('employment_type', 'job_title', 'company_location')",LightGBM,0.4122136193299387,33138.17028193131
"('job_title', 'company_location')",LightGBM,0.4122136193299387,33138.17028193131
"('work_year', 'experience_level', 'job_title', 'company_location')",AdaBoost,0.4119655064434534,33863.76511859908
"('work_year', 'experience_level', 'employment_type', 'job_title', 'company_location')",AdaBoost,0.4119655064434534,33863.76511859908
"('company_location',)",AdaBoost,0.41191509442496654,34536.79903051056
"('work_year', 'employment_type', 'job_title', 'employee_residence', 'company_location', 'company_size')",RandomForest,0.4115774387844703,32253.383869137077
"('work_year', 'employment_type', 'job_title', 'employee_residence', 'company_size')",RandomForest,0.4114711324945479,32203.903570547907
"('work_year', 'experience_level', 'job_title', 'remote_ratio', 'company_location', 'company_size')",AdaBoost,0.4111706734269406,33793.41741604991
"('work_year', 'employee_residence')",LightGBM,0.4110917394537402,33985.299254714584
"('work_year', 'employment_type', 'employee_residence')",LightGBM,0.4110917394537402,33985.299254714584
"('work_year', 'experience_level', 'job_title', 'employee_residence')",XGB,0.4110660842726387,31145.188145564152
"('employment_type', 'employee_residence', 'company_location', 'company_size')",LightGBM,0.41100870022480773,34142.51486830768
"('employee_residence', 'company_location', 'company_size')",LightGBM,0.41100870022480773,34142.51486830768
"('work_year', 'employment_type', 'job_title', 'employee_residence', 'company_size')",CatBoost,0.41068359814062105,32011.207952563924
"('work_year', 'job_title', 'employee_residence', 'company_location', 'company_size')",RandomForest,0.4099821500867875,32312.13241610439
"('experience_level', 'job_title', 'employee_residence', 'company_location')",AdaBoost,0.4097885837207187,34178.963895711226
"('work_year', 'employment_type', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",Lasso,0.4092166583859871,33619.34833464949
"('work_year', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",Lasso,0.4090600662114644,33655.242684254066
"('employment_type', 'employee_residence', 'company_location', 'company_size')",Lasso,0.40887549812126567,33744.90047052769
"('experience_level', 'employment_type', 'job_title', 'employee_residence', 'company_location')",AdaBoost,0.4087310247450181,34486.94131156882
"('work_year', 'employment_type', 'employee_residence', 'company_location', 'company_size')",Lasso,0.4086558409356541,33640.353362420734
"('work_year', 'employee_residence', 'company_location', 'company_size')",Lasso,0.40851990384529113,33676.31075199794
"('employee_residence', 'company_location', 'company_size')",Lasso,0.4083076347602884,33780.469231891446
"('employee_residence', 'company_size')",LightGBM,0.4081462087497225,34297.28768239177
"('employment_type', 'employee_residence', 'company_size')",LightGBM,0.4081462087497225,34297.28768239177
"('employment_type', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",Lasso,0.4074014376651882,33798.406213269736
"('work_year', 'job_title', 'employee_residence', 'company_location', 'company_size')",CatBoost,0.40726910141170825,32288.591598717736
"('employee_residence', 'remote_ratio', 'company_location', 'company_size')",Lasso,0.4069211479441225,33831.50917278134
"('company_location', 'company_size')",LightGBM,0.40668727169368213,34244.163591305
"('employment_type', 'company_location', 'company_size')",LightGBM,0.40668727169368213,34244.163591305
"('work_year', 'employment_type', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",LinearRegression,0.4055203469567189,33760.683796068886
"('work_year', 'employment_type', 'employee_residence', 'company_location', 'company_size')",LinearRegression,0.404883034768431,33777.4968808639
"('work_year', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",LinearRegression,0.4048137837503363,33785.89587342461
"('employment_type', 'employee_residence', 'company_location')",LinearRegression,0.40473756484579815,33896.86813152639
"('employment_type', 'employee_residence', 'company_location', 'company_size')",LinearRegression,0.40461170615018593,33846.45850442575
"('work_year', 'job_title', 'employee_residence', 'company_size')",CatBoost,0.4043122084167845,32177.786155134927
"('work_year', 'experience_level', 'remote_ratio', 'company_location')",AdaBoost,0.4042111215322103,34117.23651660163
"('employee_residence', 'company_location')",LinearRegression,0.4041862997534842,33906.815773349066
"('work_year', 'employee_residence', 'company_location', 'company_size')",LinearRegression,0.40416263051047563,33802.73804375524
"('employment_type', 'employee_residence', 'company_location')",Lasso,0.4040873747940996,34020.42978504364
"('work_year', 'experience_level', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",ExtraTrees,0.4039392107095583,31147.17802809426
"('employee_residence', 'company_location', 'company_size')",LinearRegression,0.4037489043400174,33875.6965075405
"('employee_residence', 'company_location')",Lasso,0.4037047858388635,34017.73163046553
"('employment_type', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",LinearRegression,0.4031845230086527,33864.21567879166
"('work_year', 'experience_level', 'employment_type', 'job_title', 'remote_ratio', 'company_location')",AdaBoost,0.4029658909423093,33850.40389459639
"('work_year', 'experience_level', 'job_title', 'remote_ratio', 'company_location')",AdaBoost,0.4029658909423093,33850.40389459639
"('experience_level', 'employment_type', 'job_title', 'company_location', 'company_size')",AdaBoost,0.4028796029436452,34092.48496493326
"('employee_residence',)",AdaBoost,0.40262793016478526,35008.5591134224
"('work_year', 'experience_level', 'employment_type', 'remote_ratio', 'company_location')",AdaBoost,0.40244950945369684,34326.52959266619
"('employee_residence', 'remote_ratio', 'company_location', 'company_size')",LinearRegression,0.40229615822206766,33892.79498944152
"('work_year', 'employment_type', 'job_title', 'employee_residence', 'company_location', 'company_size')",CatBoost,0.4022632777010602,32145.792697507386
"('work_year', 'experience_level', 'job_title', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",ExtraTrees,0.40216750301913984,31139.357411107085
"('experience_level', 'job_title', 'employee_residence')",AdaBoost,0.4013846888940037,34365.68880703872
"('employment_type', 'employee_residence', 'remote_ratio', 'company_location')",LinearRegression,0.4012524831828137,33950.138328292946
"('work_year', 'experience_level', 'company_location', 'company_size')",AdaBoost,0.40068822068997434,34341.577602477795
"('work_year', 'experience_level', 'employment_type', 'company_location', 'company_size')",AdaBoost,0.40068822068997434,34341.577602477795
"('employee_residence', 'remote_ratio', 'company_location')",LinearRegression,0.40063147974685664,33961.84779435601
"('employment_type', 'employee_residence', 'remote_ratio', 'company_location')",Lasso,0.40033079349128275,34082.48031435601
"('work_year', 'experience_level', 'job_title', 'employee_residence', 'remote_ratio', 'company_location')",ExtraTrees,0.400322908005159,30835.47574496946
"('job_title', 'employee_residence', 'remote_ratio', 'company_location')",AdaBoost,0.4000048133836317,34972.460197878
"('employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_location')",AdaBoost,0.4000034087781129,34974.42896050073
"('work_year', 'experience_level', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_size')",ExtraTrees,0.3999487183101066,31231.606321363495
"('employee_residence', 'remote_ratio', 'company_location')",Lasso,0.39993320354888307,34079.31710323174
"('experience_level', 'job_title', 'remote_ratio', 'company_location')",AdaBoost,0.3994892995667888,34276.57238314289
"('experience_level', 'employment_type', 'job_title', 'remote_ratio', 'company_location')",AdaBoost,0.3994892995667888,34276.57238314289
"('experience_level', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_location')",AdaBoost,0.39938061515545853,34746.37998113468
"('employment_type', 'employee_residence')",AdaBoost,0.3991887903938055,35062.30013663857
"('employee_residence', 'remote_ratio', 'company_location', 'company_size')",AdaBoost,0.39895515152878147,34248.48188705811
"('employment_type', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",AdaBoost,0.39890877498619304,34252.862228938444
"('work_year', 'experience_level', 'job_title', 'employee_residence', 'remote_ratio', 'company_size')",ExtraTrees,0.3986194642231563,31198.470760466058
"('job_title', 'remote_ratio', 'company_location')",AdaBoost,0.3984714684410585,34562.202675989196
"('work_year', 'experience_level', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_location')",ExtraTrees,0.39766896011095987,31037.304571663593
"('work_year', 'employment_type', 'job_title', 'company_location', 'company_size')",AdaBoost,0.39523436457247196,35153.52821808642
"('work_year', 'job_title', 'company_location', 'company_size')",AdaBoost,0.39499826191526555,35167.506555738306
"('experience_level', 'job_title', 'company_location')",AdaBoost,0.39457486942452613,34105.06630823138
"('experience_level', 'employment_type', 'job_title', 'company_location')",AdaBoost,0.3940734286493256,34048.66864462287
"('work_year', 'experience_level', 'job_title', 'employee_residence', 'remote_ratio')",ExtraTrees,0.3938028874791859,31408.002586773488
"('employment_type', 'job_title', 'remote_ratio', 'company_location')",AdaBoost,0.3936237163104854,34667.89667881559
"('work_year', 'experience_level', 'job_title', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",DecisionTree,0.39358607938017154,31668.27797200451
"('employee_residence', 'company_location')",AdaBoost,0.3931763270795944,35405.61683399706
"('employment_type', 'employee_residence', 'company_location')",AdaBoost,0.3931763270795944,35405.61683399706
"('employee_residence', 'company_location')",LightGBM,0.393045351025864,34177.43356784749
"('employment_type', 'employee_residence', 'company_location')",LightGBM,0.393045351025864,34177.43356784749
"('work_year', 'experience_level', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio')",ExtraTrees,0.39301877598936275,31469.264725051875
"('work_year', 'experience_level', 'job_title', 'employee_residence', 'company_location')",ExtraTrees,0.3926672249525529,31255.024850834372
"('experience_level', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",AdaBoost,0.39229831238319346,34801.78626631536
"('company_location',)",LightGBM,0.39043363247169105,34289.23601382935
"('employment_type', 'company_location')",LightGBM,0.39043363247169105,34289.23601382935
"('employee_residence', 'remote_ratio', 'company_location')",LightGBM,0.39019830107819187,34256.57720949234
"('employment_type', 'employee_residence', 'remote_ratio', 'company_location')",LightGBM,0.39019830107819187,34256.57720949234
"('employee_residence',)",LightGBM,0.3901307014036606,34403.59047806377
"('employment_type', 'employee_residence')",LightGBM,0.3901307014036606,34403.59047806377
"('employee_residence', 'remote_ratio')",LightGBM,0.38886814819310767,34385.61957412287
"('employment_type', 'employee_residence', 'remote_ratio')",LightGBM,0.38886814819310767,34385.61957412287
"('employee_residence', 'company_location', 'company_size')",AdaBoost,0.38763963833743176,34527.101486858606
"('work_year', 'experience_level', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio')",AdaBoost,0.3875832102126039,35517.33620674408
"('work_year', 'experience_level', 'employment_type', 'job_title', 'employee_residence', 'company_location')",ExtraTrees,0.38749708336101685,31541.729466218985
"('work_year', 'experience_level', 'job_title', 'employee_residence', 'company_size')",ExtraTrees,0.3873548328692863,31483.288408819022
"('work_year', 'employment_type', 'job_title', 'company_location')",AdaBoost,0.3872038726734096,34928.41604930683
"('work_year', 'remote_ratio', 'company_location')",AdaBoost,0.3871850783029842,34348.190882342
"('remote_ratio', 'company_location')",LightGBM,0.386613281065491,34403.41274176503
"('employment_type', 'remote_ratio', 'company_location')",LightGBM,0.386613281065491,34403.41274176503
"('work_year', 'experience_level', 'employment_type', 'job_title', 'employee_residence', 'company_size')",ExtraTrees,0.38659776306205873,31529.983269930137
"('work_year', 'employment_type', 'remote_ratio', 'company_location')",AdaBoost,0.3854423156579405,35054.50777865021
"('work_year', 'experience_level', 'employment_type', 'employee_residence', 'remote_ratio')",AdaBoost,0.38538257333622294,34747.50898798261
"('work_year', 'experience_level', 'employment_type', 'job_title', 'employee_residence', 'company_location', 'company_size')",ExtraTrees,0.3852020686487311,31539.643407483552
"('work_year', 'experience_level', 'company_location')",AdaBoost,0.38495418413091553,34721.90273308983
"('work_year', 'experience_level', 'job_title', 'employee_residence', 'company_location', 'company_size')",ExtraTrees,0.3849014529717715,31528.21221490877
"('employment_type', 'job_title', 'company_location')",AdaBoost,0.3848800406837064,34609.701600530265
"('work_year', 'employment_type', 'employee_residence', 'remote_ratio', 'company_location')",AdaBoost,0.3844837368527717,35141.27191579633
"('work_year', 'employment_type', 'remote_ratio', 'company_location', 'company_size')",AdaBoost,0.38366939365679054,35072.32390707565
"('work_year', 'employment_type', 'company_location', 'company_size')",AdaBoost,0.38366939365679054,35072.32390707565
"('employment_type', 'employee_residence', 'company_location', 'company_size')",AdaBoost,0.3832475455563834,34587.36825551222
"('work_year', 'experience_level', 'employment_type', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",AdaBoost,0.3832453177205989,35000.52088059347
"('employment_type', 'job_title', 'employee_residence', 'company_location')",AdaBoost,0.38319194091879416,34917.45369225974
"('job_title', 'employee_residence', 'company_location')",AdaBoost,0.38319194091879416,34917.45369225974
"('job_title', 'employee_residence', 'remote_ratio')",AdaBoost,0.38308044799307817,35264.02720405653
"('employment_type', 'job_title', 'employee_residence', 'remote_ratio')",AdaBoost,0.38308044799307817,35264.02720405653
"('work_year', 'experience_level', 'job_title', 'employee_residence')",ExtraTrees,0.3829609898101436,31816.284354039504
"('work_year', 'experience_level', 'employment_type', 'company_location')",AdaBoost,0.3818173447537916,34858.18724283499
"('work_year', 'experience_level', 'employment_type', 'employee_residence', 'company_size')",AdaBoost,0.3809576725597065,34619.495696333615
"('work_year', 'remote_ratio', 'company_location', 'company_size')",AdaBoost,0.38023698450075705,34946.76978635585
"('work_year', 'experience_level', 'employment_type', 'job_title', 'employee_residence')",ExtraTrees,0.3795848717671819,31919.296108847193
"('work_year', 'employment_type', 'job_title', 'remote_ratio', 'company_location')",AdaBoost,0.3788189145737456,35080.32093044972
"('work_year', 'experience_level', 'employee_residence', 'company_size')",AdaBoost,0.37858490647047816,34468.33395763329
"('work_year', 'job_title', 'remote_ratio', 'company_location', 'company_size')",AdaBoost,0.37630231778586076,35672.24830005247
"('employment_type', 'job_title', 'employee_residence')",AdaBoost,0.37622385898239386,35039.09391788408
"('job_title', 'employee_residence')",AdaBoost,0.376050165503945,35052.23902314195
"('experience_level', 'employment_type', 'job_title', 'employee_residence')",AdaBoost,0.3759409685597579,34703.40744153
"('work_year', 'employment_type', 'job_title', 'remote_ratio', 'company_location', 'company_size')",AdaBoost,0.37584665014594065,35726.55738355305
"('employee_residence', 'remote_ratio', 'company_size')",AdaBoost,0.3747769660389624,34999.549285644134
"('employment_type', 'employee_residence', 'remote_ratio', 'company_size')",AdaBoost,0.3747769660389624,34999.549285644134
"('work_year', 'experience_level', 'job_title', 'employee_residence', 'company_location', 'company_size')",DecisionTree,0.37472918559218715,31689.433523669453
"('work_year', 'job_title', 'remote_ratio', 'company_location')",AdaBoost,0.3746280645782387,35235.29130477226
"('work_year', 'experience_level', 'employee_residence', 'company_location', 'company_size')",AdaBoost,0.3738203144369867,34747.225854580916
"('work_year', 'experience_level', 'employment_type', 'employee_residence', 'company_location', 'company_size')",AdaBoost,0.3737123553442332,34752.20486639308
"('work_year', 'employee_residence', 'remote_ratio', 'company_location')",AdaBoost,0.37349019184456544,35142.8339015242
"('work_year', 'job_title', 'company_location')",AdaBoost,0.37258112679527666,35205.75207401256
"('work_year', 'experience_level', 'job_title', 'employee_residence', 'company_location', 'company_size')",ElasticNet,0.37228114869762385,35271.76124022036
"('work_year', 'experience_level', 'employment_type', 'job_title', 'employee_residence', 'company_location', 'company_size')",ElasticNet,0.37220603235220895,35274.9108016898
"('employment_type', 'employee_residence', 'company_size')",AdaBoost,0.3718870569014433,35039.11988882062
"('work_year', 'experience_level', 'job_title', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",ElasticNet,0.37179376310801815,35278.86167768072
"('work_year', 'experience_level', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",ElasticNet,0.3717181566549259,35282.017233248924
"('work_year', 'experience_level', 'employment_type', 'job_title', 'employee_residence', 'company_size')",DecisionTree,0.3704330988901554,32054.093245891672
"('work_year', 'experience_level', 'employment_type', 'employee_residence', 'remote_ratio', 'company_location')",AdaBoost,0.3701781696364683,35148.38557468318
"('work_year', 'experience_level', 'job_title', 'employee_residence', 'company_location', 'company_size')",AdaBoost,0.3696572293248699,35128.83352257675
"('job_title', 'employee_residence', 'company_size')",AdaBoost,0.36962954084528643,35150.70604833969
"('employment_type', 'job_title', 'employee_residence', 'company_size')",AdaBoost,0.36962954084528643,35150.70604833969
"('work_year', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",AdaBoost,0.3693903233959913,35147.93106118763
"('work_year', 'experience_level', 'job_title', 'employee_residence', 'company_size')",DecisionTree,0.36925420507080764,31990.712369823297
"('work_year', 'experience_level', 'employment_type', 'job_title', 'employee_residence', 'company_location', 'company_size')",DecisionTree,0.36923545260808377,31980.437129438684
"('work_year', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",XGB,0.36911125647764065,31909.055438701922
"('work_year', 'employment_type', 'company_location')",AdaBoost,0.36802382662908983,35411.962856701655
"('work_year', 'experience_level', 'employment_type', 'employee_residence', 'remote_ratio', 'company_size')",AdaBoost,0.3671497605889761,34906.19485561211
"('experience_level', 'employment_type', 'remote_ratio', 'company_size')",CatBoost,0.3670491415330467,36024.787039549294
"('work_year', 'experience_level', 'job_title', 'employee_residence', 'company_location')",ElasticNet,0.3665498347161029,35346.04333358249
"('work_year', 'experience_level', 'employment_type', 'job_title', 'employee_residence', 'company_location')",ElasticNet,0.36647124729066005,35348.82732666248
"('experience_level', 'employment_type', 'remote_ratio', 'company_size')",RandomForest,0.36625783502195164,35969.97354802993
"('work_year', 'experience_level', 'job_title', 'employee_residence', 'remote_ratio', 'company_location')",ElasticNet,0.3657871705334048,35380.17746062093
"('experience_level', 'remote_ratio', 'company_size')",CatBoost,0.36571091465635497,36124.41346053522
"('work_year', 'experience_level', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_location')",ElasticNet,0.3657080861025743,35382.96157942279
"('work_year', 'experience_level', 'employee_residence', 'remote_ratio', 'company_size')",AdaBoost,0.3650362445235812,34964.010981828724
"('experience_level', 'remote_ratio', 'company_size')",GradientBoosting,0.3650292259734774,36156.455901890695
"('experience_level', 'employment_type', 'remote_ratio', 'company_size')",DecisionTree,0.3646888366880825,36065.691108315754
"('experience_level', 'remote_ratio', 'company_size')",RandomForest,0.36454169206038733,36073.53724981463
"('work_year', 'company_location', 'company_size')",AdaBoost,0.36383539541230125,35403.78665648702
"('experience_level', 'remote_ratio', 'company_size')",DecisionTree,0.3630108334614299,36173.69798647408
"('work_year', 'employee_residence')",AdaBoost,0.36257318620881385,35364.522107582576
"('work_year', 'employment_type', 'employee_residence')",AdaBoost,0.36257318620881385,35364.522107582576
"('work_year', 'experience_level', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_size')",DecisionTree,0.36252594324738274,31614.277170722464
"('experience_level', 'employment_type', 'remote_ratio', 'company_size')",GradientBoosting,0.36236956402873954,36298.59218433584
"('work_year', 'employment_type', 'employee_residence', 'company_location')",AdaBoost,0.36105557188725335,35232.50242783626
"('work_year', 'experience_level', 'employee_residence', 'company_location', 'company_size')",ElasticNet,0.3600280622403469,35699.139875486886
"('work_year', 'experience_level', 'employment_type', 'employee_residence', 'company_location', 'company_size')",ElasticNet,0.3599497279604956,35702.0480955816
"('work_year', 'experience_level', 'job_title', 'employee_residence', 'remote_ratio', 'company_location')",DecisionTree,0.359607979216532,32064.14057097679
"('work_year', 'experience_level', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",ElasticNet,0.3593560397461195,35720.63079157735
"('work_year', 'experience_level', 'employment_type', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",ElasticNet,0.35927720219363246,35723.55158781092
"('work_year', 'job_title', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",XGB,0.35923611409739953,31966.78283221905
"('work_year', 'employee_residence', 'company_location')",AdaBoost,0.3589386951039415,35277.815019060676
"('work_year', 'experience_level', 'employment_type', 'job_title', 'employee_residence')",DecisionTree,0.3588269458137243,32461.079786731803
"('work_year', 'experience_level', 'employee_residence', 'remote_ratio')",AdaBoost,0.3586595906584368,35251.72142562193
"('work_year', 'experience_level', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio')",DecisionTree,0.35843618554805157,32129.11653251525
"('employee_residence', 'remote_ratio', 'company_location')",AdaBoost,0.3581651461847115,35272.505716153304
"('employment_type', 'employee_residence', 'remote_ratio', 'company_location')",AdaBoost,0.3581651461847115,35272.505716153304
"('work_year', 'experience_level', 'job_title', 'employee_residence', 'company_size')",AdaBoost,0.35678167460963384,35659.85725787743
"('work_year', 'company_location')",AdaBoost,0.356206529308161,34719.196711619305
"('work_year', 'experience_level', 'job_title', 'employee_residence', 'remote_ratio', 'company_size')",DecisionTree,0.35579759398062416,31964.37172200451
"('experience_level', 'employment_type', 'remote_ratio', 'company_size')",ExtraTrees,0.35563086880276595,36201.296076264465
"('work_year', 'experience_level', 'employment_type', 'job_title', 'remote_ratio', 'company_size')",Ridge,0.3555652570814445,35980.814002230945
"('experience_level', 'remote_ratio', 'company_size')",ExtraTrees,0.355530938053927,36288.03158690144
"('work_year', 'experience_level', 'job_title', 'remote_ratio', 'company_size')",Ridge,0.3554453036295716,35974.74999388365
"('work_year', 'experience_level', 'job_title', 'remote_ratio', 'company_size')",GradientBoosting,0.3548730257356606,35251.27533704072
"('work_year', 'experience_level', 'employment_type', 'job_title', 'company_size')",Ridge,0.35483793711275136,35928.14977621803
"('work_year', 'experience_level', 'job_title', 'company_size')",Ridge,0.35476363769679786,35918.64911700594
"('work_year', 'experience_level', 'employment_type', 'company_size')",CatBoost,0.3547613898697072,36213.33828674835
"('work_year', 'experience_level', 'employee_residence', 'company_location')",ElasticNet,0.35466688069321484,35834.36775420465
"('work_year', 'experience_level', 'employment_type', 'employee_residence', 'company_location')",ElasticNet,0.35458474642434246,35836.88226960685
"('work_year', 'experience_level', 'job_title', 'employee_residence')",DecisionTree,0.3544502983804003,32751.54613288565
"('work_year', 'experience_level', 'company_size')",CatBoost,0.3543539467021617,36241.85784380055
"('work_year', 'experience_level', 'employee_residence', 'remote_ratio', 'company_location')",ElasticNet,0.3537107440498469,35873.839598079285
"('work_year', 'experience_level', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",DecisionTree,0.3536421011433324,32285.475087389124
"('work_year', 'experience_level', 'employment_type', 'employee_residence', 'remote_ratio', 'company_location')",ElasticNet,0.35362811295324814,35876.36852423102
"('work_year', 'experience_level', 'job_title', 'employee_residence', 'remote_ratio')",DecisionTree,0.35350061867261307,32395.126147899868
"('employee_residence', 'company_size')",AdaBoost,0.35316556025512913,35277.25430966531
"('work_year', 'experience_level', 'employment_type', 'job_title', 'remote_ratio', 'company_size')",GradientBoosting,0.3525443540894576,35289.35316204902
"('job_title', 'company_location')",AdaBoost,0.35248427633425994,35537.99433223958
"('work_year', 'experience_level', 'employment_type', 'job_title', 'remote_ratio', 'company_size')",Lasso,0.35218704178421123,36039.46396496926
"('work_year', 'experience_level', 'employment_type', 'job_title', 'remote_ratio', 'company_size')",LinearRegression,0.352141546201308,36040.62411167078
"('work_year', 'experience_level', 'job_title', 'remote_ratio', 'company_size')",Lasso,0.3519975193992221,36032.901831295756
"('work_year', 'experience_level', 'job_title', 'remote_ratio', 'company_size')",LinearRegression,0.35195074733431175,36033.84962897895
"('work_year', 'experience_level', 'employment_type', 'job_title', 'company_size')",Lasso,0.3515805065120492,35994.028895425574
"('work_year', 'experience_level', 'employment_type', 'job_title', 'company_size')",LinearRegression,0.35153833281344415,35995.205733450006
"('work_year', 'experience_level', 'employment_type', 'remote_ratio', 'company_size')",DecisionTree,0.3515344685761119,35899.185205845286
"('work_year', 'experience_level', 'job_title', 'company_size')",Lasso,0.351434265061739,35980.60526371957
"('work_year', 'experience_level', 'job_title', 'company_size')",LinearRegression,0.351390722833544,35981.65036800325
"('job_title', 'employee_residence', 'company_location', 'company_size')",AdaBoost,0.3511370099176667,36137.164545314045
"('employment_type', 'remote_ratio', 'company_location')",AdaBoost,0.3509586203599885,35361.97445153797
"('experience_level', 'employment_type', 'job_title', 'remote_ratio', 'company_size')",GradientBoosting,0.3508781227537734,35583.98442977523
"('work_year', 'experience_level', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",AdaBoost,0.3506584769637431,35880.08637138501
"('work_year', 'employment_type', 'job_title', 'employee_residence', 'company_location', 'company_size')",XGB,0.3496026204788142,32194.595158503605
"('experience_level', 'company_size')",CatBoost,0.3493080323548705,36721.92229208772
"('work_year', 'experience_level', 'employment_type', 'job_title', 'remote_ratio', 'company_size')",LightGBM,0.349078835900534,35365.04832481568
"('work_year', 'experience_level', 'job_title', 'remote_ratio', 'company_size')",LightGBM,0.349078835900534,35365.04832481568
"('experience_level', 'employment_type', 'company_size')",CatBoost,0.3490638528809097,36713.56478625783
"('work_year', 'experience_level', 'job_title', 'employee_residence', 'company_location')",DecisionTree,0.3489103350668178,32754.303344424112
"('experience_level', 'job_title', 'remote_ratio', 'company_size')",GradientBoosting,0.3488980721631344,35696.51512000759
"('work_year', 'experience_level', 'job_title', 'employee_residence', 'remote_ratio', 'company_size')",AdaBoost,0.34881310331020077,35675.857240904865
"('work_year', 'employment_type', 'employee_residence', 'company_location', 'company_size')",AdaBoost,0.3487365356935028,35580.03098599759
"('work_year', 'employee_residence', 'company_location', 'company_size')",AdaBoost,0.3487365356935028,35580.03098599759
"('experience_level', 'employment_type', 'job_title', 'company_size')",CatBoost,0.3479792499348263,36231.92271328019
"('work_year', 'experience_level', 'employee_residence', 'company_location')",AdaBoost,0.3478253992865292,34997.31205817451
"('work_year', 'experience_level', 'employment_type', 'employee_residence', 'company_location')",AdaBoost,0.3478253992865292,34997.31205817451
"('work_year', 'experience_level', 'employment_type', 'employee_residence')",AdaBoost,0.3476351891323233,35313.1049073339
"('work_year', 'experience_level', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_location')",AdaBoost,0.34751581268989584,35878.696228290726
"('work_year', 'experience_level', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_location')",DecisionTree,0.34727045489301467,32394.383931782646
"('work_year', 'experience_level', 'remote_ratio', 'company_size')",DecisionTree,0.34714255350773116,36171.92807797831
"('work_year', 'experience_level', 'employment_type', 'job_title', 'employee_residence', 'company_location')",DecisionTree,0.34638304328800273,32865.94036365488
"('work_year', 'employment_type', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",AdaBoost,0.3460082781160828,35567.45967672448
"('work_year', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_size')",XGB,0.3455080492162741,32429.887955885668
